Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2016,Melton,A Crimes against the person,A10 Homicide and related offences,6
2016,Melton,A Crimes against the person,A20 Assault and related offences,954
2016,Melton,A Crimes against the person,A30 Sexual offences,128
2016,Melton,A Crimes against the person,A40 Abduction and related offences,10
2016,Melton,A Crimes against the person,A50 Robbery,46
2016,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",201
2016,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,99
2016,Melton,B Property and deception offences,B10 Arson,103
2016,Melton,B Property and deception offences,B20 Property damage,629
2016,Melton,B Property and deception offences,B30 Burglary/Break and enter,890
2016,Melton,B Property and deception offences,B40 Theft,"2,331"
2016,Melton,B Property and deception offences,B50 Deception,67
2016,Mildura,A Crimes against the person,A10 Homicide and related offences,7
2016,Mildura,A Crimes against the person,A20 Assault and related offences,691
2016,Mildura,A Crimes against the person,A30 Sexual offences,102
2016,Mildura,A Crimes against the person,A40 Abduction and related offences,8
2016,Mildura,A Crimes against the person,A50 Robbery,14
2016,Mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2016,Mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,61
2016,Mildura,B Property and deception offences,B10 Arson,41
2016,Mildura,B Property and deception offences,B20 Property damage,393
2016,Mildura,B Property and deception offences,B30 Burglary/Break and enter,512
2016,Mildura,B Property and deception offences,B40 Theft,902
2016,Mildura,B Property and deception offences,B50 Deception,40
2016,Mitchell,A Crimes against the person,A20 Assault and related offences,498
2016,Mitchell,A Crimes against the person,A30 Sexual offences,49
2016,Mitchell,A Crimes against the person,A50 Robbery,4
2016,Mitchell,A Crimes against the person,A60 Blackmail and extortion,4
2016,Mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",88
2016,Mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,63
2016,Mitchell,B Property and deception offences,B10 Arson,26
2016,Mitchell,B Property and deception offences,B20 Property damage,234
2016,Mitchell,B Property and deception offences,B30 Burglary/Break and enter,212
2016,Mitchell,B Property and deception offences,B40 Theft,550
2016,Mitchell,B Property and deception offences,B50 Deception,44
2016,Moira,A Crimes against the person,A20 Assault and related offences,138
2016,Moira,A Crimes against the person,A30 Sexual offences,43
2016,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",20
2016,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21
2016,Moira,B Property and deception offences,B10 Arson,11
2016,Moira,B Property and deception offences,B20 Property damage,109
2016,Moira,B Property and deception offences,B30 Burglary/Break and enter,96
2016,Moira,B Property and deception offences,B40 Theft,201
2016,Moira,B Property and deception offences,B50 Deception,9
2016,Monash,A Crimes against the person,A20 Assault and related offences,693
2016,Monash,A Crimes against the person,A30 Sexual offences,155
2016,Monash,A Crimes against the person,A40 Abduction and related offences,11
2016,Monash,A Crimes against the person,A50 Robbery,81
2016,Monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",102
2016,Monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,54
2016,Monash,B Property and deception offences,B10 Arson,15
2016,Monash,B Property and deception offences,B20 Property damage,499
2016,Monash,B Property and deception offences,B30 Burglary/Break and enter,891
2016,Monash,B Property and deception offences,B40 Theft,"2,684"
2016,Monash,B Property and deception offences,B50 Deception,253
2016,Moonee Valley,A Crimes against the person,A20 Assault and related offences,618
2016,Moonee Valley,A Crimes against the person,A30 Sexual offences,100
2016,Moonee Valley,A Crimes against the person,A50 Robbery,58
2016,Moonee Valley,A Crimes against the person,A60 Blackmail and extortion,7
2016,Moonee Valley,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",139
2016,Moonee Valley,A Crimes against the person,A80 Dangerous and negligent acts endangering people,39
2016,Moonee Valley,B Property and deception offences,B10 Arson,21
2016,Moonee Valley,B Property and deception offences,B20 Property damage,434
2016,Moonee Valley,B Property and deception offences,B30 Burglary/Break and enter,646
2016,Moonee Valley,B Property and deception offences,B40 Theft,"2,767"
2016,Moonee Valley,B Property and deception offences,B50 Deception,61
2016,Moonee Valley,D Public order and security offences,D30 Public nuisance offences,7
2016,Moorabool,A Crimes against the person,A10 Homicide and related offences,4
2016,Moorabool,A Crimes against the person,A20 Assault and related offences,204
2016,Moorabool,A Crimes against the person,A30 Sexual offences,62
2016,Moorabool,A Crimes against the person,A50 Robbery,5
2016,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",29
2016,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,29
2016,Moorabool,B Property and deception offences,B10 Arson,17
2016,Moorabool,B Property and deception offences,B20 Property damage,120
2016,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,145
2016,Moorabool,B Property and deception offences,B40 Theft,397
2016,Moorabool,B Property and deception offences,B50 Deception,12
2016,Moreland,A Crimes against the person,A10 Homicide and related offences,6
2016,Moreland,A Crimes against the person,A20 Assault and related offences,957
2016,Moreland,A Crimes against the person,A30 Sexual offences,187
2016,Moreland,A Crimes against the person,A40 Abduction and related offences,14
2016,Moreland,A Crimes against the person,A50 Robbery,73
2016,Moreland,A Crimes against the person,A60 Blackmail and extortion,6
2016,Moreland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",170
2016,Moreland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75
2016,Moreland,B Property and deception offences,B10 Arson,63
2016,Moreland,B Property and deception offences,B20 Property damage,710
2016,Moreland,B Property and deception offences,B30 Burglary/Break and enter,"1,325"
2016,Moreland,B Property and deception offences,B40 Theft,"4,436"
2016,Moreland,B Property and deception offences,B50 Deception,137
2016,Mornington Peninsula,A Crimes against the person,A10 Homicide and related offences,10
2016,Mornington Peninsula,A Crimes against the person,A20 Assault and related offences,866
2016,Mornington Peninsula,A Crimes against the person,A30 Sexual offences,162
2016,Mornington Peninsula,A Crimes against the person,A40 Abduction and related offences,9
2016,Mornington Peninsula,A Crimes against the person,A50 Robbery,36
2016,Mornington Peninsula,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",169
2016,Mornington Peninsula,A Crimes against the person,A80 Dangerous and negligent acts endangering people,78
2016,Mornington Peninsula,B Property and deception offences,B10 Arson,51
2016,Mornington Peninsula,B Property and deception offences,B20 Property damage,677
2016,Mornington Peninsula,B Property and deception offences,B30 Burglary/Break and enter,"1,030"
2016,Mornington Peninsula,B Property and deception offences,B40 Theft,"1,882"
2016,Mornington Peninsula,B Property and deception offences,B50 Deception,59
2016,Mornington Peninsula,D Public order and security offences,D30 Public nuisance offences,9
2016,Mount Alexander,A Crimes against the person,A20 Assault and related offences,94
2016,Mount Alexander,A Crimes against the person,A30 Sexual offences,14
2016,Mount Alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2016,Mount Alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2016,Mount Alexander,B Property and deception offences,B10 Arson,8
2016,Mount Alexander,B Property and deception offences,B20 Property damage,88
2016,Mount Alexander,B Property and deception offences,B30 Burglary/Break and enter,71
2016,Mount Alexander,B Property and deception offences,B40 Theft,207
2016,Moyne,A Crimes against the person,A20 Assault and related offences,73
2016,Moyne,A Crimes against the person,A30 Sexual offences,18
2016,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2016,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2016,Moyne,B Property and deception offences,B20 Property damage,31
2016,Moyne,B Property and deception offences,B30 Burglary/Break and enter,41
2016,Moyne,B Property and deception offences,B40 Theft,74
2016,Murrindindi,A Crimes against the person,A20 Assault and related offences,69
2016,Murrindindi,A Crimes against the person,A30 Sexual offences,31
2016,Murrindindi,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2016,Murrindindi,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2016,Murrindindi,B Property and deception offences,B10 Arson,6
2016,Murrindindi,B Property and deception offences,B20 Property damage,30
2016,Murrindindi,B Property and deception offences,B30 Burglary/Break and enter,72
2016,Murrindindi,B Property and deception offences,B40 Theft,108
2016,Murrindindi,B Property and deception offences,B50 Deception,7
2016,Nillumbik,A Crimes against the person,A20 Assault and related offences,176
2016,Nillumbik,A Crimes against the person,A30 Sexual offences,46
2016,Nillumbik,A Crimes against the person,A40 Abduction and related offences,4
2016,Nillumbik,A Crimes against the person,A50 Robbery,4
2016,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",38
2016,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21
2016,Nillumbik,B Property and deception offences,B10 Arson,10
2016,Nillumbik,B Property and deception offences,B20 Property damage,135
2016,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,214
2016,Nillumbik,B Property and deception offences,B40 Theft,631
2016,Nillumbik,B Property and deception offences,B50 Deception,21
2016,Northern Grampians,A Crimes against the person,A20 Assault and related offences,117
2016,Northern Grampians,A Crimes against the person,A30 Sexual offences,38
2016,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16
2016,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2016,Northern Grampians,B Property and deception offences,B10 Arson,7
2016,Northern Grampians,B Property and deception offences,B20 Property damage,102
2016,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,51
2016,Northern Grampians,B Property and deception offences,B40 Theft,105
2016,Northern Grampians,B Property and deception offences,B50 Deception,5
2016,Port Phillip,A Crimes against the person,A10 Homicide and related offences,6
2016,Port Phillip,A Crimes against the person,A20 Assault and related offences,845
2016,Port Phillip,A Crimes against the person,A30 Sexual offences,150
2016,Port Phillip,A Crimes against the person,A40 Abduction and related offences,9
2016,Port Phillip,A Crimes against the person,A50 Robbery,71
2016,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",86
2016,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,44
2016,Port Phillip,B Property and deception offences,B10 Arson,37
2016,Port Phillip,B Property and deception offences,B20 Property damage,584
2016,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,800
2016,Port Phillip,B Property and deception offences,B40 Theft,"4,212"
2016,Port Phillip,B Property and deception offences,B50 Deception,106
2016,Pyrenees,A Crimes against the person,A10 Homicide and related offences,4
2016,Pyrenees,A Crimes against the person,A20 Assault and related offences,45
2016,Pyrenees,A Crimes against the person,A30 Sexual offences,16
2016,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2016,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2016,Pyrenees,B Property and deception offences,B10 Arson,5
2016,Pyrenees,B Property and deception offences,B20 Property damage,26
2016,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,63
2016,Pyrenees,B Property and deception offences,B40 Theft,88
2016,Queenscliffe,A Crimes against the person,A30 Sexual offences,4
2016,Queenscliffe,B Property and deception offences,B20 Property damage,8
2016,Queenscliffe,B Property and deception offences,B30 Burglary/Break and enter,22
2016,Queenscliffe,B Property and deception offences,B40 Theft,65
2016,South Gippsland,A Crimes against the person,A20 Assault and related offences,156
2016,South Gippsland,A Crimes against the person,A30 Sexual offences,26
2016,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",37
2016,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2016,South Gippsland,B Property and deception offences,B10 Arson,5
2016,South Gippsland,B Property and deception offences,B20 Property damage,76
2016,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,82
2016,South Gippsland,B Property and deception offences,B40 Theft,167
2016,South Gippsland,B Property and deception offences,B50 Deception,6
2016,Southern Grampians,A Crimes against the person,A20 Assault and related offences,132
2016,Southern Grampians,A Crimes against the person,A30 Sexual offences,40
2016,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24
2016,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2016,Southern Grampians,B Property and deception offences,B20 Property damage,74
2016,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,62
2016,Southern Grampians,B Property and deception offences,B40 Theft,153
2016,Southern Grampians,B Property and deception offences,B50 Deception,4
2016,Stonnington,A Crimes against the person,A10 Homicide and related offences,5
2016,Stonnington,A Crimes against the person,A20 Assault and related offences,558
2016,Stonnington,A Crimes against the person,A30 Sexual offences,122
2016,Stonnington,A Crimes against the person,A40 Abduction and related offences,5
2016,Stonnington,A Crimes against the person,A50 Robbery,53
2016,Stonnington,A Crimes against the person,A60 Blackmail and extortion,5
2016,Stonnington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2016,Stonnington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,46
2016,Stonnington,B Property and deception offences,B10 Arson,9
2016,Stonnington,B Property and deception offences,B20 Property damage,424
2016,Stonnington,B Property and deception offences,B30 Burglary/Break and enter,952
2016,Stonnington,B Property and deception offences,B40 Theft,"3,131"
2016,Stonnington,B Property and deception offences,B50 Deception,101
2016,Strathbogie,A Crimes against the person,A20 Assault and related offences,55
2016,Strathbogie,A Crimes against the person,A30 Sexual offences,12
2016,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2016,Strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2016,Strathbogie,B Property and deception offences,B10 Arson,4
2016,Strathbogie,B Property and deception offences,B20 Property damage,20
2016,Strathbogie,B Property and deception offences,B30 Burglary/Break and enter,37
2016,Strathbogie,B Property and deception offences,B40 Theft,83
2016,Surf Coast,A Crimes against the person,A20 Assault and related offences,86
2016,Surf Coast,A Crimes against the person,A30 Sexual offences,27
2016,Surf Coast,A Crimes against the person,A50 Robbery,9
2016,Surf Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2016,Surf Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2016,Surf Coast,B Property and deception offences,B20 Property damage,68
2016,Surf Coast,B Property and deception offences,B30 Burglary/Break and enter,176
2016,Surf Coast,B Property and deception offences,B40 Theft,363
2016,Surf Coast,B Property and deception offences,B50 Deception,14
2016,Swan Hill,A Crimes against the person,A20 Assault and related offences,276
2016,Swan Hill,A Crimes against the person,A30 Sexual offences,31
2016,Swan Hill,A Crimes against the person,A50 Robbery,5
2016,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",34
2016,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,31
2016,Swan Hill,B Property and deception offences,B10 Arson,7
2016,Swan Hill,B Property and deception offences,B20 Property damage,110
2016,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,113
2016,Swan Hill,B Property and deception offences,B40 Theft,221
2016,Swan Hill,B Property and deception offences,B50 Deception,5
2016,Towong,A Crimes against the person,A20 Assault and related offences,24
2016,Towong,A Crimes against the person,A30 Sexual offences,10
2016,Towong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2016,Towong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2016,Towong,B Property and deception offences,B20 Property damage,17
2016,Towong,B Property and deception offences,B30 Burglary/Break and enter,9
2016,Towong,B Property and deception offences,B40 Theft,42
2016,Towong,B Property and deception offences,B50 Deception,4
2016,Wangaratta,A Crimes against the person,A10 Homicide and related offences,4
2016,Wangaratta,A Crimes against the person,A20 Assault and related offences,232
2016,Wangaratta,A Crimes against the person,A30 Sexual offences,40
2016,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",52
2016,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,25
2016,Wangaratta,B Property and deception offences,B10 Arson,9
2016,Wangaratta,B Property and deception offences,B20 Property damage,173
2016,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,57
2016,Wangaratta,B Property and deception offences,B40 Theft,258
2016,Wangaratta,B Property and deception offences,B50 Deception,10
2016,Warrnambool,A Crimes against the person,A20 Assault and related offences,283
2016,Warrnambool,A Crimes against the person,A30 Sexual offences,55
2016,Warrnambool,A Crimes against the person,A40 Abduction and related offences,6
2016,Warrnambool,A Crimes against the person,A50 Robbery,5
2016,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",57
2016,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2016,Warrnambool,B Property and deception offences,B10 Arson,5
2016,Warrnambool,B Property and deception offences,B20 Property damage,172
2016,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,151
2016,Warrnambool,B Property and deception offences,B40 Theft,359
2016,Warrnambool,B Property and deception offences,B50 Deception,33
2016,Warrnambool,D Public order and security offences,D30 Public nuisance offences,4
2016,Wellington,A Crimes against the person,A20 Assault and related offences,501
2016,Wellington,A Crimes against the person,A30 Sexual offences,124
2016,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",119
2016,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,33
2016,Wellington,B Property and deception offences,B10 Arson,13
2016,Wellington,B Property and deception offences,B20 Property damage,274
2016,Wellington,B Property and deception offences,B30 Burglary/Break and enter,349
2016,Wellington,B Property and deception offences,B40 Theft,417
2016,Wellington,B Property and deception offences,B50 Deception,19
2016,West Wimmera,A Crimes against the person,A20 Assault and related offences,14
2016,West Wimmera,A Crimes against the person,A30 Sexual offences,9
2016,West Wimmera,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2016,West Wimmera,B Property and deception offences,B20 Property damage,5
2016,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,7
2016,West Wimmera,B Property and deception offences,B40 Theft,16
2016,Whitehorse,A Crimes against the person,A10 Homicide and related offences,4
2016,Whitehorse,A Crimes against the person,A20 Assault and related offences,570
2016,Whitehorse,A Crimes against the person,A30 Sexual offences,132
2016,Whitehorse,A Crimes against the person,A40 Abduction and related offences,10
2016,Whitehorse,A Crimes against the person,A50 Robbery,47
2016,Whitehorse,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",110
2016,Whitehorse,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2016,Whitehorse,B Property and deception offences,B10 Arson,14
2016,Whitehorse,B Property and deception offences,B20 Property damage,336
2016,Whitehorse,B Property and deception offences,B30 Burglary/Break and enter,497
2016,Whitehorse,B Property and deception offences,B40 Theft,"1,690"
2016,Whitehorse,B Property and deception offences,B50 Deception,67
2016,Whittlesea,A Crimes against the person,A10 Homicide and related offences,8
2016,Whittlesea,A Crimes against the person,A20 Assault and related offences,"1,039"
2016,Whittlesea,A Crimes against the person,A30 Sexual offences,146
2016,Whittlesea,A Crimes against the person,A40 Abduction and related offences,21
2016,Whittlesea,A Crimes against the person,A50 Robbery,54
2016,Whittlesea,A Crimes against the person,A60 Blackmail and extortion,9
2016,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",305
2016,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,118
2016,Whittlesea,B Property and deception offences,B10 Arson,74
2016,Whittlesea,B Property and deception offences,B20 Property damage,824
2016,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,"1,254"
2016,Whittlesea,B Property and deception offences,B40 Theft,"3,565"
2016,Whittlesea,B Property and deception offences,B50 Deception,96
2016,Wodonga,A Crimes against the person,A20 Assault and related offences,340
2016,Wodonga,A Crimes against the person,A30 Sexual offences,96
2016,Wodonga,A Crimes against the person,A50 Robbery,10
2016,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",70
2016,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,30
2016,Wodonga,B Property and deception offences,B10 Arson,21
2016,Wodonga,B Property and deception offences,B20 Property damage,210
2016,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,214
2016,Wodonga,B Property and deception offences,B40 Theft,449
2016,Wodonga,B Property and deception offences,B50 Deception,23
2016,Wyndham,A Crimes against the person,A10 Homicide and related offences,12
2016,Wyndham,A Crimes against the person,A20 Assault and related offences,"1,064"
2016,Wyndham,A Crimes against the person,A30 Sexual offences,101
2016,Wyndham,A Crimes against the person,A40 Abduction and related offences,11
2016,Wyndham,A Crimes against the person,A50 Robbery,110
2016,Wyndham,A Crimes against the person,A60 Blackmail and extortion,4
2016,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",190
2016,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,85
2016,Wyndham,B Property and deception offences,B10 Arson,95
2016,Wyndham,B Property and deception offences,B20 Property damage,773
2016,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,"1,204"
2016,Wyndham,B Property and deception offences,B40 Theft,"3,410"
2016,Wyndham,B Property and deception offences,B50 Deception,84
2016,Wyndham,D Public order and security offences,D30 Public nuisance offences,5
2016,Yarra,A Crimes against the person,A10 Homicide and related offences,5
2016,Yarra,A Crimes against the person,A20 Assault and related offences,719
2016,Yarra,A Crimes against the person,A30 Sexual offences,127
2016,Yarra,A Crimes against the person,A40 Abduction and related offences,13
2016,Yarra,A Crimes against the person,A50 Robbery,108
2016,Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",98
2016,Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,40
2016,Yarra,B Property and deception offences,B10 Arson,11
2016,Yarra,B Property and deception offences,B20 Property damage,579
2016,Yarra,B Property and deception offences,B30 Burglary/Break and enter,758
2016,Yarra,B Property and deception offences,B40 Theft,"3,994"
2016,Yarra,B Property and deception offences,B50 Deception,107
2016,Yarra Ranges,A Crimes against the person,A10 Homicide and related offences,4
2016,Yarra Ranges,A Crimes against the person,A20 Assault and related offences,697
2016,Yarra Ranges,A Crimes against the person,A30 Sexual offences,188
2016,Yarra Ranges,A Crimes against the person,A40 Abduction and related offences,12
2016,Yarra Ranges,A Crimes against the person,A50 Robbery,22
2016,Yarra Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",149
2016,Yarra Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,68
2016,Yarra Ranges,B Property and deception offences,B10 Arson,41
2016,Yarra Ranges,B Property and deception offences,B20 Property damage,440
2016,Yarra Ranges,B Property and deception offences,B30 Burglary/Break and enter,379
2016,Yarra Ranges,B Property and deception offences,B40 Theft,"1,324"
2016,Yarra Ranges,B Property and deception offences,B50 Deception,37
2016,Yarriambiack,A Crimes against the person,A20 Assault and related offences,62
2016,Yarriambiack,A Crimes against the person,A30 Sexual offences,22
2016,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2016,Yarriambiack,B Property and deception offences,B10 Arson,5
2016,Yarriambiack,B Property and deception offences,B20 Property damage,32
2016,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,31
2016,Yarriambiack,B Property and deception offences,B40 Theft,57
2015,Alpine,A Crimes against the person,A20 Assault and related offences,36
2015,Alpine,A Crimes against the person,A30 Sexual offences,15
2015,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2015,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2015,Alpine,B Property and deception offences,B20 Property damage,21
2015,Alpine,B Property and deception offences,B30 Burglary/Break and enter,6
2015,Alpine,B Property and deception offences,B40 Theft,40
2015,Ararat,A Crimes against the person,A20 Assault and related offences,152
2015,Ararat,A Crimes against the person,A30 Sexual offences,19
2015,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24
2015,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2015,Ararat,B Property and deception offences,B10 Arson,11
2015,Ararat,B Property and deception offences,B20 Property damage,108
2015,Ararat,B Property and deception offences,B30 Burglary/Break and enter,42
2015,Ararat,B Property and deception offences,B40 Theft,117
2015,Ballarat,A Crimes against the person,A20 Assault and related offences,762
2015,Ballarat,A Crimes against the person,A30 Sexual offences,264
2015,Ballarat,A Crimes against the person,A40 Abduction and related offences,9
2015,Ballarat,A Crimes against the person,A50 Robbery,25
2015,Ballarat,A Crimes against the person,A60 Blackmail and extortion,5
2015,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",84
2015,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2015,Ballarat,B Property and deception offences,B10 Arson,66
2015,Ballarat,B Property and deception offences,B20 Property damage,868
2015,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,836
2015,Ballarat,B Property and deception offences,B40 Theft,"2,142"
2015,Ballarat,B Property and deception offences,B50 Deception,75
2015,Banyule,A Crimes against the person,A20 Assault and related offences,611
2015,Banyule,A Crimes against the person,A30 Sexual offences,122
2015,Banyule,A Crimes against the person,A40 Abduction and related offences,10
2015,Banyule,A Crimes against the person,A50 Robbery,36
2015,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",151
2015,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,40
2015,Banyule,B Property and deception offences,B10 Arson,21
2015,Banyule,B Property and deception offences,B20 Property damage,444
2015,Banyule,B Property and deception offences,B30 Burglary/Break and enter,572
2015,Banyule,B Property and deception offences,B40 Theft,"1,673"
2015,Banyule,B Property and deception offences,B50 Deception,49
2015,Bass Coast,A Crimes against the person,A20 Assault and related offences,295
2015,Bass Coast,A Crimes against the person,A30 Sexual offences,49
2015,Bass Coast,A Crimes against the person,A50 Robbery,8
2015,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",65
2015,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2015,Bass Coast,B Property and deception offences,B10 Arson,20
2015,Bass Coast,B Property and deception offences,B20 Property damage,188
2015,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,152
2015,Bass Coast,B Property and deception offences,B40 Theft,288
2015,Bass Coast,B Property and deception offences,B50 Deception,11
2015,Baw Baw,A Crimes against the person,A20 Assault and related offences,309
2015,Baw Baw,A Crimes against the person,A30 Sexual offences,61
2015,Baw Baw,A Crimes against the person,A50 Robbery,12
2015,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",97
2015,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,23
2015,Baw Baw,B Property and deception offences,B10 Arson,12
2015,Baw Baw,B Property and deception offences,B20 Property damage,190
2015,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,135
2015,Baw Baw,B Property and deception offences,B40 Theft,394
2015,Baw Baw,B Property and deception offences,B50 Deception,18
2015,Bayside,A Crimes against the person,A20 Assault and related offences,250
2015,Bayside,A Crimes against the person,A30 Sexual offences,84
2015,Bayside,A Crimes against the person,A50 Robbery,18
2015,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",43
2015,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2015,Bayside,B Property and deception offences,B10 Arson,10
2015,Bayside,B Property and deception offences,B20 Property damage,287
2015,Bayside,B Property and deception offences,B30 Burglary/Break and enter,447
2015,Bayside,B Property and deception offences,B40 Theft,"1,100"
2015,Bayside,B Property and deception offences,B50 Deception,41
2015,Benalla,A Crimes against the person,A20 Assault and related offences,137
2015,Benalla,A Crimes against the person,A30 Sexual offences,28
2015,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17
2015,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2015,Benalla,B Property and deception offences,B10 Arson,12
2015,Benalla,B Property and deception offences,B20 Property damage,76
2015,Benalla,B Property and deception offences,B30 Burglary/Break and enter,26
2015,Benalla,B Property and deception offences,B40 Theft,81
2015,Boroondara,A Crimes against the person,A20 Assault and related offences,326
2015,Boroondara,A Crimes against the person,A30 Sexual offences,84
2015,Boroondara,A Crimes against the person,A40 Abduction and related offences,8
2015,Boroondara,A Crimes against the person,A50 Robbery,21
